罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-10-06,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-10-25,07,駐車（輪）場,その他
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田７丁目,2018-01-03,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台１丁目,2018-04-26,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田みなみ台１丁目,2018-11-17,18,駐車（輪）場,その他
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-05-14,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-07-20,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-08-21,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-09-02,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,新治町,2018-04-02,19,道路上,ナンバープレート
窃盗,部品ねらい,緑,十日市場駅前,141135,神奈川県,横浜市緑区,新治町,2018-12-10,08,一戸建住宅,ナンバープレート
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,竹山１丁目,2018-10-14,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,2018-01-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,鴨居１丁目,2018-09-15,17,駐車（輪）場,その他
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷２丁目,2018-05-19,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷５丁目,2018-08-02,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷６丁目,2018-07-26,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,鴨居駅前,141135,神奈川県,横浜市緑区,白山１丁目,2018-12-21,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘２丁目,2018-07-16,21,駐車（輪）場,その他
窃盗,部品ねらい,緑,霧が丘,141135,神奈川県,横浜市緑区,霧が丘３丁目,2018-02-13,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,台村町,2018-01-20,18,駐車（輪）場,その他
窃盗,部品ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,十日市場町,2018-06-29,01,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,中山町,2018-06-07,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,緑,中山駅前,141135,神奈川県,横浜市緑区,三保町,2018-04-28,23,道路上,タイヤ・ホイール
窃盗,部品ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-03-31,11,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-10-10,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2018-11-30,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,横浜水上,山下ふ頭,141046,神奈川県,横浜市中区,山下町,2018-05-14,12,駐車（輪）場,その他
窃盗,部品ねらい,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名７丁目,2018-01-19,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,港北,樽町,141097,神奈川県,横浜市港北区,樽町１丁目,2018-04-18,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,港北,日吉本町,141097,神奈川県,横浜市港北区,箕輪町３丁目,2018-11-15,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉２丁目,2018-03-18,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉５丁目,2018-09-12,19,駐車（輪）場,その他
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉６丁目,2018-07-11,19,その他,その他
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉６丁目,2018-07-25,17,その他,その他
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉７丁目,2018-06-08,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉本町１丁目,2018-03-14,05,駐車（輪）場,その他
窃盗,部品ねらい,港北,日吉駅前,141097,神奈川県,横浜市港北区,箕輪町１丁目,2018-04-16,23,道路上,ナンバープレート
窃盗,部品ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田町,2018-02-22,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,吉田口,141097,神奈川県,横浜市港北区,綱島西４丁目,2018-02-01,19,駐車（輪）場,その他
窃盗,部品ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,2018-07-25,18,その他,ナンバープレート
窃盗,部品ねらい,港北,小机,141097,神奈川県,横浜市港北区,小机町,2018-10-27,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,篠原町,2018-01-17,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,篠原町,2018-05-26,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜１丁目,2018-03-20,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,新横浜駅前,141097,神奈川県,横浜市港北区,新横浜２丁目,2017-10-05,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,仲手原,141097,神奈川県,横浜市港北区,篠原台町,2018-01-01,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,港北,高田,141097,神奈川県,横浜市港北区,高田東２丁目,2018-03-26,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田町,2018-06-30,21,駐車（輪）場,その他
窃盗,部品ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2018-01-09,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2018-03-02,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2018-08-21,15,駐車（輪）場,その他
窃盗,部品ねらい,港北,新羽駅前,141097,神奈川県,横浜市港北区,新羽町,2018-12-15,07,４階建て以上共同住宅,その他
窃盗,部品ねらい,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島台,2018-05-30,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷４丁目,2018-02-21,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷４丁目,2018-12-10,08,その他,ナンバープレート
窃盗,部品ねらい,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷５丁目,2018-09-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2018-08-26,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,南台２丁目,2018-02-19,14,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸１丁目,2018-08-04,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸１丁目,2018-08-19,23,駐車（輪）場,その他
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸１丁目,2018-09-21,16,駐車（輪）場,その他
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,橋戸２丁目,2018-11-28,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-02-17,21,駐車（輪）場,カーナビ
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-02-22,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢２丁目,2018-03-11,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,宮沢４丁目,2018-07-31,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和東３丁目,2018-04-13,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西１丁目,2018-03-10,22,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和西１丁目,2018-05-12,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南２丁目,2018-05-15,10,４階建て以上共同住宅,その他
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南２丁目,2018-07-26,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-03-01,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-06-24,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-08-25,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2018-08-27,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,橋戸２丁目,2018-12-24,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,瀬谷,北新,141143,神奈川県,横浜市瀬谷区,橋戸３丁目,2018-06-28,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,桂町,2018-10-03,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,栄,本郷台駅前,141151,神奈川県,横浜市栄区,小菅ケ谷１丁目,2018-11-03,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,栄,上郷,141151,神奈川県,横浜市栄区,上之町,2018-09-07,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,栄,上郷,141151,神奈川県,横浜市栄区,公田町,2018-04-09,19,一戸建住宅,その他
窃盗,部品ねらい,栄,上郷,141151,神奈川県,横浜市栄区,桂台南２丁目,2018-11-03,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,栄,笠間,141151,神奈川県,横浜市栄区,笠間４丁目,2018-12-06,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,栄,田谷,141151,神奈川県,横浜市栄区,長尾台町,2018-09-04,11,その他,なし
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,鍛冶ケ谷町,2018-01-23,19,その他,タイヤ・ホイール
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,鍛冶ケ谷町,2018-05-11,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,上郷町,2018-04-16,18,その他,その他
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,若竹町,2018-04-06,01,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,柏陽,2018-10-05,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,栄,元大橋,141151,神奈川県,横浜市栄区,鍛冶ケ谷２丁目,2018-06-24,22,その他,タイヤ・ホイール
窃盗,部品ねらい,栄,庄戸,141151,神奈川県,横浜市栄区,野七里１丁目,2018-03-29,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,栄,庄戸,141151,神奈川県,横浜市栄区,野七里１丁目,2018-03-30,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,栄,庄戸,141151,神奈川県,横浜市栄区,野七里２丁目,2018-04-11,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,栄,豊田,141151,神奈川県,横浜市栄区,長沼町,2018-04-23,21,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,千草台,2018-05-24,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,藤が丘１丁目,2018-07-31,15,駐車（輪）場,その他
窃盗,部品ねらい,青葉,藤が丘駅前,141178,神奈川県,横浜市青葉区,もえぎ野,2017-12-31,14,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,青葉,すすき野,141178,神奈川県,横浜市青葉区,荏子田２丁目,2018-01-16,07,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,青葉,すすき野,141178,神奈川県,横浜市青葉区,すすき野１丁目,2018-01-14,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,青葉,すすき野,141178,神奈川県,横浜市青葉区,すすき野３丁目,2018-10-04,18,道路上,ナンバープレート
窃盗,部品ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,上谷本町,2018-09-20,15,駐車（輪）場,その他
窃盗,部品ねらい,青葉,鉄町,141178,神奈川県,横浜市青葉区,鉄町,2018-09-19,11,駐車（輪）場,ナンバープレート
