罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,長者町９丁目,2018-02-12,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,福富町仲通,2018-08-07,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町２丁目,2018-02-05,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町２丁目,2018-07-08,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,蓬莱町３丁目,2018-05-06,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,花咲町３丁目,2018-03-01,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,桜木町駅前,141046,神奈川県,横浜市中区,花咲町３丁目,2018-07-20,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,赤門町１丁目,2018-04-04,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,黄金町,141046,神奈川県,横浜市中区,日ノ出町１丁目,2018-01-03,02,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2018-09-22,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,高島２丁目,2018-06-14,17,道路上,その他
窃盗,部品ねらい,戸部,高島,141038,神奈川県,横浜市西区,戸部本町,2018-03-05,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,北軽井沢,2018-07-08,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,浅間町,141038,神奈川県,横浜市西区,南軽井沢,2018-05-06,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,南浅間町,141038,神奈川県,横浜市西区,浅間町３丁目,2018-01-31,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,南浅間町,141038,神奈川県,横浜市西区,南浅間町,2018-06-01,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,南浅間町,141038,神奈川県,横浜市西区,南浅間町,2018-07-27,08,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,久保町,2018-01-16,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,戸部,藤棚町,141038,神奈川県,横浜市西区,東久保町,2018-02-18,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,戸部,一本松,141038,神奈川県,横浜市西区,西戸部町２丁目,2018-01-06,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい２丁目,2018-01-16,16,駐車（輪）場,その他
窃盗,部品ねらい,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい２丁目,2018-05-15,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,新町,2018-09-11,16,その他,その他
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,新町,2018-11-15,06,その他,その他
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川２丁目,2017-12-27,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,東神奈川駅前,141020,神奈川県,横浜市神奈川区,東神奈川２丁目,2018-06-12,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神奈川通,141020,神奈川県,横浜市神奈川区,新町,2018-02-14,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,新子安,141020,神奈川県,横浜市神奈川区,子安通３丁目,2018-02-21,22,その他,ナンバープレート
窃盗,部品ねらい,神奈川,新子安,141020,神奈川県,横浜市神奈川区,新子安１丁目,2018-10-21,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾２丁目,2018-02-12,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,大口駅前,141020,神奈川県,横浜市神奈川区,松見町２丁目,2018-07-12,19,その他,その他
窃盗,部品ねらい,神奈川,浦島丘,141020,神奈川県,横浜市神奈川区,七島町,2018-07-01,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2018-02-02,07,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2018-02-02,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,片倉１丁目,2018-02-02,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2018-02-23,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺２丁目,2018-08-17,19,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺４丁目,2018-09-03,17,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2018-03-24,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢上町,2018-05-07,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,三ツ沢,141020,神奈川県,横浜市神奈川区,三ツ沢下町,2018-05-22,20,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,神奈川,栗田谷,141020,神奈川県,横浜市神奈川区,二本榎,2018-02-27,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2016-09-05,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-01-01,13,その他,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-02-02,19,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-02-04,19,道路上,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-04-11,21,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-04-27,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-07-01,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-07-15,21,４階建て以上共同住宅,なし
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-09-02,14,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-09-05,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,神奈川,菅田,141020,神奈川県,横浜市神奈川区,菅田町,2018-10-24,16,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,菅田町,2018-02-04,18,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2018-03-31,18,その他,その他
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2018-06-10,23,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2018-09-09,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢町,2018-12-28,22,駐車（輪）場,その他
窃盗,部品ねらい,神奈川,羽沢,141020,神奈川県,横浜市神奈川区,羽沢南２丁目,2018-03-04,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2018-07-07,07,駐車（輪）場,その他
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,朝日町２丁目,2018-11-28,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,潮田町２丁目,2018-06-03,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,栄町通２丁目,2018-03-05,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,汐入町３丁目,2018-05-02,14,道路上,なし
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,大東町,2018-04-29,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,潮田,141011,神奈川県,横浜市鶴見区,大東町,2018-10-12,08,４階建て以上共同住宅,その他
窃盗,部品ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,寛政町,2018-01-07,19,道路上,その他
窃盗,部品ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,寛政町,2018-01-19,00,道路上,その他
窃盗,部品ねらい,鶴見,本町通,141011,神奈川県,横浜市鶴見区,仲通１丁目,2018-06-12,17,道路上,ナンバープレート
窃盗,部品ねらい,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦４丁目,2018-07-17,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,鶴見,生麦,141011,神奈川県,横浜市鶴見区,生麦５丁目,2018-01-20,12,その他,ナンバープレート
窃盗,部品ねらい,鶴見,原,141011,神奈川県,横浜市鶴見区,大黒町,2018-03-09,22,その他,ナンバープレート
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場上町,2018-08-04,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,鶴見,市場,141011,神奈川県,横浜市鶴見区,平安町１丁目,2018-12-16,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮２丁目,2018-10-30,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,尻手,141011,神奈川県,横浜市鶴見区,元宮２丁目,2018-12-05,01,道路上,ナンバープレート
窃盗,部品ねらい,鶴見,矢向,141011,神奈川県,横浜市鶴見区,矢向１丁目,2018-05-12,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向５丁目,2016-09-10,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,鶴見,矢向駅前,141011,神奈川県,横浜市鶴見区,矢向５丁目,2018-05-20,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山２丁目,2018-09-06,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,末吉,141011,神奈川県,横浜市鶴見区,下末吉２丁目,2018-04-07,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,鶴見駅西口,141011,神奈川県,横浜市鶴見区,豊岡町,2018-10-11,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾６丁目,2017-12-25,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,東寺尾６丁目,2018-09-04,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,岸谷,141011,神奈川県,横浜市鶴見区,岸谷４丁目,2018-05-20,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡１丁目,2018-04-26,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,獅子ケ谷２丁目,2018-05-19,22,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場２丁目,2018-07-25,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場７丁目,2018-11-04,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾１丁目,2018-01-29,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鶴見,向谷,141011,神奈川県,横浜市鶴見区,東寺尾３丁目,2018-05-26,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,保土ケ谷,岩間町,141062,神奈川県,横浜市保土ケ谷区,西久保町,2018-03-27,00,４階建て以上共同住宅,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2018-02-19,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2018-10-28,14,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,岩井町,2018-11-25,20,駐車（輪）場,その他
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,瀬戸ケ谷町,2017-12-31,23,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,保土ケ谷橋,141062,神奈川県,横浜市保土ケ谷区,瀬戸ケ谷町,2018-05-21,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,川辺町,2018-03-16,10,その他,その他
窃盗,部品ねらい,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,峰岡町１丁目,2011-11-08,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,釜台町,2017-12-29,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,星川,141062,神奈川県,横浜市保土ケ谷区,明神台,2018-12-09,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-01-05,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-01-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,両郡橋,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-09-30,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷町,2018-01-04,11,一戸建住宅,その他
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷町,2018-02-03,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,西谷,141062,神奈川県,横浜市保土ケ谷区,西谷町,2018-06-06,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2018-06-01,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2018-06-15,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2018-06-19,05,その他,その他
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2018-07-25,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2018-09-10,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,狩場町,2018-12-02,15,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂１丁目,2018-01-26,14,道路上,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂１丁目,2018-09-13,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂２丁目,2017-12-22,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,権太坂２丁目,2018-07-29,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2018-10-13,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,元町橋,141062,神奈川県,横浜市保土ケ谷区,法泉３丁目,2018-11-15,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,岩崎町,2018-03-02,16,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,岩崎町,2018-05-15,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,花見台,2018-03-18,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,花見台,141062,神奈川県,横浜市保土ケ谷区,仏向町,2018-05-13,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2018-03-08,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2018-05-06,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2018-05-23,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2018-07-13,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,新井町,2018-09-19,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,川島町,141062,神奈川県,横浜市保土ケ谷区,川島町,2018-02-05,21,駐車（輪）場,なし
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,法泉２丁目,2018-10-26,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2018-01-14,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘１丁目,2018-04-03,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-01-12,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-08-10,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,保土ケ谷,新桜ヶ丘,141062,神奈川県,横浜市保土ケ谷区,新桜ケ丘２丁目,2018-08-14,23,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,大久保１丁目,不明,不明,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,大久保１丁目,2018-08-28,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-01-05,09,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-09-05,13,道路上,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2018-12-23,07,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西２丁目,2018-08-08,06,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,港南３丁目,2018-03-30,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸１丁目,2018-02-21,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸１丁目,2018-07-04,07,駐車（輪）場,その他
窃盗,部品ねらい,港南,上大岡駅前,141119,神奈川県,横浜市港南区,最戸１丁目,2018-07-08,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡西３丁目,2018-05-13,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,港南,関の下,141119,神奈川県,横浜市港南区,上大岡東２丁目,2018-04-03,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,関の下,141119,神奈川県,横浜市港南区,港南４丁目,2018-06-06,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下２丁目,2018-04-07,01,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下５丁目,2018-09-16,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,笹下,141119,神奈川県,横浜市港南区,笹下６丁目,2018-08-24,05,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野６丁目,2018-06-30,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野７丁目,2018-01-11,20,その他,タイヤ・ホイール
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2018-05-13,02,駐車（輪）場,その他
窃盗,部品ねらい,港南,日野,141119,神奈川県,横浜市港南区,日野中央２丁目,2018-12-13,19,道路上,その他
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷５丁目,2018-08-25,20,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷５丁目,2018-10-11,17,一戸建住宅,その他
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,東芹が谷,2018-09-11,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷２丁目,2018-04-18,17,その他,その他
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷４丁目,2018-03-25,17,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,港南,芹が谷,141119,神奈川県,横浜市港南区,下永谷６丁目,2018-04-29,22,その他,タイヤ・ホイール
窃盗,部品ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷１丁目,2018-02-10,20,一戸建住宅,その他
窃盗,部品ねらい,港南,南高校前,141119,神奈川県,横浜市港南区,東永谷３丁目,2018-01-13,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,港南,野庭,141119,神奈川県,横浜市港南区,港南２丁目,2018-05-03,13,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,不明,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-05-23,19,駐車（輪）場,その他
窃盗,部品ねらい,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2018-07-17,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台１丁目,2018-10-02,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2018-01-05,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2018-08-24,19,その他,その他
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台４丁目,2018-09-03,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台５丁目,2018-02-08,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南１丁目,2018-05-01,09,道路上,ナンバープレート
窃盗,部品ねらい,港南,港南台駅前,141119,神奈川県,横浜市港南区,日野南２丁目,2018-07-14,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷１丁目,2018-03-22,18,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,上永谷３丁目,2018-05-11,22,一戸建住宅,その他
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,芹が谷５丁目,2018-02-08,17,一戸建住宅,その他
窃盗,部品ねらい,港南,上永谷駅前,141119,神奈川県,横浜市港南区,東芹が谷,2018-01-07,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,港南,日限山,141119,神奈川県,横浜市港南区,日限山３丁目,2018-08-05,14,一戸建住宅,その他
窃盗,部品ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台６丁目,2018-02-04,19,道路上,ナンバープレート
窃盗,部品ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台８丁目,2018-04-05,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,港南,港南台南,141119,神奈川県,横浜市港南区,港南台８丁目,2018-05-03,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-08-15,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-09-20,19,駐車（輪）場,ナンバープレート
