罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無
窃盗,自動販売機ねらい,厚木,春日台,144011,神奈川県,愛川町,角田,2022-09-20,22,その他,その他,あり
窃盗,自動販売機ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2022-10-25,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2022-11-08,08,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,春日台,144011,神奈川県,愛川町,中津,2022-11-08,10,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,寿町３丁目,2022-11-06,01,その他,その他,あり
窃盗,自動販売機ねらい,厚木,本厚木駅前,142123,神奈川県,厚木市,水引１丁目,2022-03-11,20,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,煤ケ谷,144029,神奈川県,清川村,煤ヶ谷,2022-10-06,16,道路上,その他,なし
窃盗,自動販売機ねらい,厚木,煤ケ谷,144029,神奈川県,清川村,煤ヶ谷,2022-10-26,00,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,玉川,142123,神奈川県,厚木市,七沢,2022-10-25,23,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,及川,2022-10-21,14,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,緑ケ丘,142123,神奈川県,厚木市,林４丁目,2022-10-12,15,道路上,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,酒井,2022-02-05,17,その他,その他,あり
窃盗,自動販売機ねらい,厚木,酒井,142123,神奈川県,厚木市,長沼,2022-10-29,16,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2022-10-18,11,その他,その他,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2022-11-02,15,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2022-11-02,16,その他,その他,あり
窃盗,自動販売機ねらい,厚木,高峰,144011,神奈川県,愛川町,三増,2022-11-04,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原,上溝,141526,神奈川県,相模原市中央区,上溝,2022-11-02,16,その他,その他,あり
窃盗,自動販売機ねらい,相模原,南橋本駅前,141526,神奈川県,相模原市中央区,田名,2022-11-24,20,その他,その他,あり
窃盗,自動販売機ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,千代田６丁目,2022-11-13,20,その他,その他,あり
窃盗,自動販売機ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,星が丘１丁目,2022-11-22,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原,星が丘,141526,神奈川県,相模原市中央区,陽光台２丁目,2022-10-29,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,中央１丁目,2022-11-10,17,その他,その他,あり
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,中央１丁目,2022-12-14,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,横山２丁目,2022-11-09,16,その他,その他,あり
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,横山５丁目,2022-10-08,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原,横山,141526,神奈川県,相模原市中央区,横山５丁目,2022-10-15,06,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅北口,141526,神奈川県,相模原市中央区,淵野辺本町１丁目,2022-12-16,11,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,東淵野辺４丁目,2022-12-27,03,その他,その他,あり
窃盗,自動販売機ねらい,相模原,淵野辺駅南口,141526,神奈川県,相模原市中央区,矢部３丁目,2022-09-10,14,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,水郷田名４丁目,2022-09-26,13,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,水郷田名４丁目,2022-10-26,11,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2022-10-08,04,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2022-11-09,14,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2022-11-25,02,その他,その他,あり
窃盗,自動販売機ねらい,相模原,田名,141526,神奈川県,相模原市中央区,田名,2022-12-07,15,その他,その他,なし
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022-10-25,18,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022-10-25,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022-10-26,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022-10-31,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,上溝,2022-11-01,22,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,田名,2022-11-08,23,その他,その他,あり
窃盗,自動販売機ねらい,相模原,番田,141526,神奈川県,相模原市中央区,田名,2022-11-10,20,その他,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,小山,2022-06-13,13,道路上,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,小山４丁目,2022-10-01,12,その他,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,小山４丁目,2022-10-13,04,その他,その他,あり
窃盗,自動販売機ねらい,相模原,相模原駅前,141526,神奈川県,相模原市中央区,相模原６丁目,2022-06-28,10,その他,その他,あり
窃盗,自動販売機ねらい,津久井,串川,141518,神奈川県,相模原市緑区,長竹,2022-10-21,11,その他,その他,あり
窃盗,自動販売機ねらい,津久井,串川,141518,神奈川県,相模原市緑区,長竹,2022-11-11,09,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,寸沢嵐,2022-09-30,11,道路上,その他,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,寸沢嵐,2022-10-12,15,その他,その他,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,寸沢嵐,2022-10-12,17,駐車（輪）場,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,若柳,2022-10-12,15,その他,その他,なし
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,若柳,2022-10-19,17,その他,その他,あり
窃盗,自動販売機ねらい,津久井,内郷,141518,神奈川県,相模原市緑区,若柳,2022-10-20,16,その他,その他,あり
窃盗,自動販売機ねらい,津久井,千木良,141518,神奈川県,相模原市緑区,千木良,2022-10-10,15,その他,その他,あり
窃盗,自動販売機ねらい,津久井,吉野,141518,神奈川県,相模原市緑区,吉野,2022-10-15,17,道路上,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-06-12,19,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-09-26,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-10-04,12,その他,その他,なし
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-10-25,14,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-11-25,11,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,川尻,2022-12-05,13,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,,2022-09-18,19,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,城山２丁目,2022-06-07,11,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,城山２丁目,2022-09-12,13,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,城山２丁目,2022-10-13,16,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,中野,2022-10-26,13,その他,その他,なし
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,又野,2022-11-09,14,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,2022-10-14,15,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,三ケ木,2022-10-20,21,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原３丁目,2022-06-13,08,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原３丁目,2022-09-14,14,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原３丁目,2022-09-29,12,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原３丁目,2022-10-14,02,その他,その他,あり
窃盗,自動販売機ねらい,津久井,城山,141518,神奈川県,相模原市緑区,向原４丁目,2022-02-23,10,その他,その他,あり
窃盗,自動販売機ねらい,津久井,根小屋,141518,神奈川県,相模原市緑区,長竹,2022-09-20,14,その他,その他,あり
窃盗,自動販売機ねらい,津久井,根小屋,141518,神奈川県,相模原市緑区,長竹,2022-09-20,19,その他,その他,あり
窃盗,自動販売機ねらい,津久井,根小屋,141518,神奈川県,相模原市緑区,根小屋,2022-10-15,15,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,津久井,鳥屋,141518,神奈川県,相模原市緑区,鳥屋,2022-09-18,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,大沼,141534,神奈川県,相模原市南区,若松４丁目,2022-12-27,02,その他,その他,なし
窃盗,自動販売機ねらい,相模原南,小田急相模原駅前,141534,神奈川県,相模原市南区,東林間８丁目,2022-11-05,12,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,新磯,141534,神奈川県,相模原市南区,新戸,2022-10-12,17,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,新磯野,141534,神奈川県,相模原市南区,新磯野,2022-11-10,15,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,相模大野駅前,141534,神奈川県,相模原市南区,相模大野５丁目,2022-05-19,10,その他,駐車（輪）場,なし
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2022-05-10,08,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2022-10-28,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,下溝,2022-11-10,10,その他,その他,なし
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2022-09-20,07,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2022-09-29,08,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2022-10-17,13,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,麻溝,141534,神奈川県,相模原市南区,当麻,2022-11-10,20,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,麻溝台８丁目,2022-11-13,16,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,下溝,2022-10-09,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,下溝,2022-10-13,14,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,下溝,2022-10-22,16,その他,その他,あり
窃盗,自動販売機ねらい,相模原南,麻溝公園前,141534,神奈川県,相模原市南区,下溝,2022-11-21,11,駐車（輪）場,駐車（輪）場,なし
窃盗,自動販売機ねらい,座間,ひばりが丘,142166,神奈川県,座間市,小松原２丁目,2022-12-07,17,その他,その他,あり
窃盗,自動販売機ねらい,座間,ひばりが丘,142166,神奈川県,座間市,ひばりが丘５丁目,2022-12-25,11,その他,その他,あり
窃盗,自動販売機ねらい,座間,座間駅前,142166,神奈川県,座間市,新田宿,2022-11-09,10,道路上,その他,あり
窃盗,自動販売機ねらい,座間,座間駅前,142166,神奈川県,座間市,新田宿,2022-11-14,23,道路上,その他,あり
窃盗,自動販売機ねらい,海老名,国分寺台,142158,神奈川県,海老名市,国分寺台５丁目,2022-12-12,11,その他,その他,あり
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,今里２丁目,2022-12-28,05,その他,その他,あり
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,社家,2022-06-24,22,その他,その他,あり
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,社家５丁目,2022-10-03,11,その他,その他,あり
窃盗,自動販売機ねらい,海老名,有馬,142158,神奈川県,海老名市,中野,2022-04-09,18,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,上今泉２丁目,2022-11-02,14,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分南１丁目,2022-10-20,09,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,国分南２丁目,2022-10-18,10,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海老名駅前,142158,神奈川県,海老名市,中央１丁目,2022-10-26,10,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,河原口１丁目,2022-02-05,18,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,河原口３丁目,2022-11-01,14,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,下今泉５丁目,2022-11-09,13,その他,その他,あり
窃盗,自動販売機ねらい,海老名,海西,142158,神奈川県,海老名市,中新田,2022-11-21,08,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-06-07,16,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-09-14,12,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-09-17,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-09-18,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-10-03,13,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-10-16,11,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-10-16,12,その他,その他,なし
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-11-08,12,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,下九沢,2022-11-16,15,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,田名,2022-11-01,18,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,下九沢,141518,神奈川県,相模原市緑区,田名,2022-11-16,09,その他,その他,なし
窃盗,自動販売機ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2022-09-19,10,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2022-09-20,21,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2022-10-06,14,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2022-11-01,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,大島,141518,神奈川県,相模原市緑区,大島,2022-12-07,19,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,西橋本１丁目,2022-12-11,09,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,西橋本３丁目,2022-10-25,17,その他,駐車（輪）場,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2022-10-08,03,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2022-10-14,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2022-10-25,22,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2022-11-24,09,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台１丁目,2022-12-11,18,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台２丁目,2022-10-09,05,道路上,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台２丁目,2022-11-17,17,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本五差路,141518,神奈川県,相模原市緑区,橋本台２丁目,2022-11-18,05,その他,その他,あり
窃盗,自動販売機ねらい,相模原北,橋本駅前,141518,神奈川県,相模原市緑区,橋本６丁目,2022-12-14,09,道路上,その他,あり
